URL,Width,Height,Folio,Title,View,Author,Hands,Date,Shelfmark,Institution
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0040.jpg,1763,1352,17v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0041.jpg,1763,1352,18r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0042.jpg,1763,1352,18v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0043.jpg,1763,1352,19r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0044.jpg,1759,1349,19v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0045.jpg,1763,1352,20r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0046.jpg,1763,1352,20v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0047.jpg,1763,1352,21r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0048.jpg,1763,1352,21v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0049.jpg,1763,1352,22r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0050.jpg,1763,1352,22v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0051.jpg,1763,1352,23r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0052.jpg,1763,1352,23v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0053.jpg,1763,1352,24r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0054.jpg,1763,1352,24v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0055.jpg,1763,1352,25r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0056.jpg,1763,1352,25v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0057.jpg,1763,1352,26r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0058.jpg,1763,1352,26v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0059.jpg,1763,1352,27r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0060.jpg,1763,1352,27v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0061.jpg,1763,1352,28r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0062.jpg,1763,1352,28v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0063.jpg,1763,1352,29r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0064.jpg,1763,1352,29v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0065.jpg,1763,1352,30r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0066.jpg,1763,1352,30v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0067.jpg,1763,1352,31r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0068.jpg,1763,1352,31v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0069.jpg,1763,1352,32r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0070.jpg,1763,1352,32v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0071.jpg,1763,1352,33r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0072.jpg,1763,1352,33v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0073.jpg,1763,1352,34r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0074.jpg,1763,1352,34v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0075.jpg,1763,1352,35r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0076.jpg,1763,1352,35v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0077.jpg,1763,1352,36r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0078.jpg,1763,1352,36v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0079.jpg,1763,1352,37r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0080.jpg,1763,1352,37v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0081.jpg,1763,1352,38r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0082.jpg,1763,1352,38v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0083.jpg,1763,1352,39r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0084.jpg,1821,1349,39v,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhs2011ox-bhs2011-0085.jpg,1821,1357,40r,Title,View,Percy Bysshe Shelley,Percy Bysshe Shelley,Unknown,MS.   Shelley e. 3,Bodleian Library University of Oxford
