URL;Width;Height;Folio;Title;View;Author;Hands;Date;Shelfmark;Institution;
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0001.jpg;1870;1353;Upper Board;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0002.jpg;1325;1766;Inside of Upper Board;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0003.jpg;1858;1343;1r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0004.jpg;1818;1353;1v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0005.jpg;1818;1353;2r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0006.jpg;1818;1353;2v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0007.jpg;1818;1353;3r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0008.jpg;1818;1353;3v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0009.jpg;1818;1353;4r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0010.jpg;1818;1353;4v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0011.jpg;1818;1353;5r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0012.jpg;1818;1353;5v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0013.jpg;1818;1353;6r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0014.jpg;1818;1353;6v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0015.jpg;1818;1353;7r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0016.jpg;1818;1353;7v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0017.jpg;1818;1353;8r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0018.jpg;1818;1353;8v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0019.jpg;1818;1353;9r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0020.jpg;1818;1353;9v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0021.jpg;1818;1353;10r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0022.jpg;1818;1353;10v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0023.jpg;1818;1353;11r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0024.jpg;1818;1353;11v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhr2011ox-bhr2011-0025.jpg;1818;1353;12r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 2;Bodleian Library University of Oxford
