URL;Width;Height;Folio;Title;View;Author;Hands;Date;Shelfmark;Institution;
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0001.jpg;1870;1352;Upper Board;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0002.jpg;1325;1766;Inside of Upper Board;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0003.jpg;1870;1352;1r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0004.jpg;1819;1352;1v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0005.jpg;1819;1352;2r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0006.jpg;1819;1352;2v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0007.jpg;1819;1352;3r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0008.jpg;1819;1352;3v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0009.jpg;1819;1352;4r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0010.jpg;1819;1352;4v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0011.jpg;1819;1352;5r;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
/mnt/data/scratch/derivs_bhq2011ox-bhq2011-0012.jpg;1819;1352;5v;Title;View;Percy Bysshe Shelley;Percy Bysshe Shelley;Unknown;MS.   Shelley e. 1;Bodleian Library University of Oxford
